"","year","id","race","sex","age","region","childhoodFamIncome","highestDegree","spouseHighestDegree","householdSize","currentFamIncome","hrsUsuallyWork","hrsSpouseUsuallyWork","maritalStatus","numChildren","afraidWalkNightNeighborhood","troubleSleeping","jobSatisfaction","jobStressful","happiness","health","hrsEmailPerWeek","hrsWWWperWeek"
"155",2018,155,"Other","Male",57,"Pacific","Far above average","Lt high school","",2,"$1000 to 2999",NA,NA,"Never married",0,"","Sometimes","Very satisfied","Sometimes","Very happy","",NA,NA
"156",2018,156,"Other","Female",35,"Pacific","Average","Lt high school","High school",5,"$10000 - 14999",NA,NA,"Married",4,"Yes","Sometimes","Somewhat satisfied","Sometimes","Pretty happy","Good",NA,NA
"157",2018,157,"White","Female",58,"Pacific","Average","High school","",2,"$25000 or more",NA,NA,"Separated",4,"Yes","Often","Very satisfied","Always","Not too happy","Fair",0,1
"158",2018,158,"Other","Female",20,"Pacific","Far below average","High school","",5,"$25000 or more",NA,NA,"Never married",0,"Yes","Never","Very satisfied","Sometimes","Pretty happy","Fair",24,21
"159",2018,159,"Other","Female",48,"Pacific","Below average","Lt high school","Lt high school",5,"$15000 - 19999",NA,NA,"Married",5,"","Rarely","Somewhat satisfied","Hardly ever","Very happy","",1,1
"160",2018,160,"White","Female",51,"Pacific","Far below average","Lt high school","",3,"$10000 - 14999",NA,NA,"Separated",3,"Yes","Sometimes","Somewhat satisfied","Sometimes","Pretty happy","Fair",0,0
"161",2018,161,"Other","Female",18,"Pacific","Average","Lt high school","",5,"Don't know",NA,NA,"Never married",0,"No","","","No issp","Not too happy","Excellent",NA,NA
"162",2018,162,"White","Female",18,"Pacific","Average","High school","",4,"$25000 or more",NA,NA,"Never married",0,"","","","No issp","Pretty happy","",0,30
"163",2018,163,"Other","Female",41,"Pacific","Below average","High school","High school",4,"$25000 or more",NA,NA,"Married",2,"No","Sometimes","Somewhat satisfied","Always","Pretty happy","Good",24,25
"164",2018,164,"Other","Female",51,"Pacific","Average","High school","High school",4,"$5000 to 5999",NA,NA,"Married",2,"No","","","No issp","Not too happy","Fair",NA,NA
"165",2018,165,"White","Female",41,"Pacific","Below average","Lt high school","Lt high school",5,"$3000 to 3999",NA,NA,"Married",4,"Yes","","","No issp","Pretty happy","Good",NA,NA
"166",2018,166,"White","Female",71,"Pacific","Average","High school","",1,"Don't know",NA,NA,"Never married",1,"","","","No issp","Pretty happy","",0,0
"167",2018,167,"White","Male",43,"Pacific","Below average","Lt high school","",3,"$25000 or more",NA,NA,"Never married",0,"No","Never","Somewhat satisfied","Sometimes","Very happy","Fair",NA,NA
"168",2018,168,"Other","Male",53,"Pacific","Average","Bachelor","",3,"Don't know",NA,NA,"Never married",0,"No","No answer","No answer","No answer","Pretty happy","Good",2,14
"169",2018,169,"White","Male",46,"Pacific","Average","Junior college","",1,"$25000 or more",NA,NA,"Never married",0,"No","Often","Not at all satisfied","Often","Not too happy","Poor",NA,NA
"170",2018,170,"White","Male",36,"Pacific","Below average","High school","High school",2,"$25000 or more",NA,NA,"Married",3,"No","Often","Somewhat satisfied","Sometimes","Pretty happy","Good",0,6
"171",2018,171,"White","Male",19,"Pacific","Average","High school","",2,"$25000 or more",NA,NA,"Never married",0,"No","Often","Not too satisfied","Sometimes","Pretty happy","Fair",NA,NA
"172",2018,172,"Other","Male",65,"Pacific","Far above average","High school","Lt high school",2,"$25000 or more",NA,NA,"Married",1,"","Never","Somewhat satisfied","Sometimes","Very happy","",NA,NA
"173",2018,173,"White","Female",60,"Pacific","Average","High school","",1,"$25000 or more",NA,NA,"Divorced",0,"No","Sometimes","Somewhat satisfied","Sometimes","Not too happy","Good",NA,NA
"174",2018,174,"White","Female",63,"Pacific","Average","Bachelor","",1,"Refused",NA,NA,"Never married",0,"","","","No issp","Pretty happy","",2,10
"175",2018,175,"White","Male",36,"Pacific","Above average","Graduate","Graduate",3,"Refused",NA,NA,"Married",2,"No","Rarely","Very satisfied","Often","Very happy","Excellent",NA,NA
"176",2018,176,"Other","Female",40,"Pacific","Average","Bachelor","Bachelor",3,"$25000 or more",NA,NA,"Married",2,"","","","No issp","Pretty happy","",2,15
"177",2018,177,"White","Female",42,"Pacific","Above average","Graduate","Bachelor",4,"Refused",NA,NA,"Married",3,"Yes","Rarely","Very satisfied","Sometimes","Very happy","Good",25,25
"178",2018,178,"White","Male",61,"Pacific","Far below average","High school","",1,"$25000 or more",NA,NA,"Separated",0,"No","Sometimes","Very satisfied","Sometimes","Pretty happy","Good",NA,NA
"179",2018,179,"Other","Male",27,"Pacific","Above average","Bachelor","",1,"$25000 or more",NA,NA,"Never married",0,"","Rarely","Somewhat satisfied","Hardly ever","Very happy","",10,30
"180",2018,180,"White","Male",52,"Pacific","Above average","High school","",1,"$10000 - 14999",NA,NA,"Never married",1,"No","","","No issp","Very happy","Good",0,NA
"181",2018,181,"Black","Female",36,"Pacific","Don't know","High school","",1,"Don't know",NA,NA,"Never married",0,"Yes","Sometimes","Somewhat satisfied","Hardly ever","Don't know","Don't know",NA,NA
"182",2018,182,"White","Female",74,"Pacific","Average","High school","",1,"$10000 - 14999",NA,NA,"Divorced",4,"","","","No issp","Pretty happy","",0,1
"183",2018,183,"White","Male",36,"Pacific","Average","Graduate","",2,"$25000 or more",NA,NA,"Never married",0,"Yes","Rarely","Not too satisfied","Often","Pretty happy","Fair",15,30
"184",2018,184,"White","Male",34,"Pacific","Above average","Graduate","",1,"$25000 or more",NA,NA,"Never married",0,"","Rarely","Very satisfied","Often","Pretty happy","",15,25
"185",2018,185,"Other","Male",46,"Pacific","Average","Bachelor","",1,"$25000 or more",NA,NA,"Divorced",1,"Yes","Sometimes","Not too satisfied","Sometimes","Not too happy","Excellent",7,40
"186",2018,186,"White","Female",21,"Pacific","Above average","High school","",4,"$25000 or more",NA,NA,"Never married",0,"Yes","","","No issp","Very happy","Excellent",NA,NA
"187",2018,187,"White","Female",72,"Pacific","Far below average","Lt high school","",2,"$25000 or more",NA,NA,"Divorced",3,"","","","No issp","Pretty happy","",0,8
"188",2018,188,"Other","Male",46,"Pacific","Average","Bachelor","Bachelor",2,"$25000 or more",NA,NA,"Married",2,"No","Often","Somewhat satisfied","Sometimes","Pretty happy","Poor",40,40
"189",2018,189,"White","Female",21,"Pacific","No answer","High school","",4,"Refused",NA,NA,"Never married",0,"Yes","","","No issp","Pretty happy","Good",NA,NA
"190",2018,190,"Other","Male",46,"Pacific","Average","High school","",2,"$25000 or more",NA,NA,"Never married",1,"","Often","Somewhat satisfied","Sometimes","Not too happy","",1,10
"191",2018,191,"Other","Male",53,"Pacific","Average","High school","",2,"$25000 or more",NA,NA,"Divorced",3,"No","Never","Very satisfied","Hardly ever","Very happy","Good",NA,NA
"192",2018,192,"White","Female",74,"Pacific","Far below average","Graduate","",2,"Refused",NA,NA,"Widowed",4,"Yes","","","No issp","Not too happy","Good",NA,NA
"193",2018,193,"White","Male",70,"Pacific","Below average","Lt high school","",3,"Lt $1000",NA,NA,"Divorced",1,"","","","No issp","Pretty happy","",1,1
"194",2018,194,"Other","Female",36,"Pacific","Average","Bachelor","High school",3,"$25000 or more",NA,NA,"Married",1,"No","Often","Somewhat satisfied","Often","Pretty happy","Poor",8,7
"195",2018,195,"White","Male",57,"Pacific","Above average","Lt high school","High school",1,"$15000 - 19999",NA,NA,"Married",1,"","","","No issp","Pretty happy","",0,10
"196",2018,196,"White","Male",60,"Pacific","Above average","Bachelor","",1,"$25000 or more",NA,NA,"Never married",0,"Yes","Rarely","Somewhat satisfied","Often","Not too happy","Good",15,10
"197",2018,197,"Other","Female",53,"Pacific","Far below average","Lt high school","",5,"$25000 or more",NA,NA,"Divorced",3,"","Rarely","Somewhat satisfied","Hardly ever","Pretty happy","",1,21
"198",2018,198,"White","Male",69,"Pacific","Average","High school","Lt high school",2,"$25000 or more",NA,NA,"Married",4,"No","Sometimes","Very satisfied","Sometimes","Pretty happy","Fair",0,0
"199",2018,199,"White","Female",38,"Pacific","Below average","Bachelor","Junior college",5,"$25000 or more",NA,NA,"Married",3,"Yes","Sometimes","Very satisfied","Hardly ever","Very happy","Excellent",NA,NA
"200",2018,200,"White","Female",48,"Pacific","Average","High school","Bachelor",4,"Refused",NA,NA,"Married",3,"Yes","Sometimes","Very satisfied","Sometimes","Pretty happy","Good",1,15
"201",2018,201,"Other","Male",30,"Pacific","Above average","Bachelor","",2,"$25000 or more",NA,NA,"Never married",0,"No","Never","Not too satisfied","Often","Pretty happy","Fair",10,30
"202",2018,202,"White","Male",29,"Pacific","Far below average","High school","",2,"Refused",NA,NA,"Never married",0,"No","","","No issp","Very happy","Excellent",2,15
"203",2018,203,"White","Female",68,"Pacific","Average","Bachelor","Graduate",2,"$25000 or more",NA,NA,"Married",2,"No","","","No issp","Very happy","Good",NA,NA
"204",2018,204,"White","Female",64,"Pacific","Above average","High school","High school",2,"$25000 or more",NA,NA,"Married",5,"No","","","No issp","Pretty happy","Fair",1,5
"205",2018,205,"Other","Male",43,"Pacific","Far below average","Graduate","High school",4,"$25000 or more",NA,NA,"Married",2,"Yes","","","No issp","Very happy","Good",NA,NA
"206",2018,206,"White","Female",69,"Pacific","Below average","High school","",1,"$25000 or more",NA,NA,"Widowed",1,"","","","No issp","Not too happy","",2,3
"207",2018,207,"White","Male",47,"Pacific","Average","High school","High school",2,"$25000 or more",NA,NA,"Married",3,"No","Sometimes","Somewhat satisfied","Sometimes","Pretty happy","Fair",0,30
"208",2018,208,"White","Male",57,"Pacific","Above average","High school","High school",5,"$25000 or more",NA,NA,"Married",2,"","","","No issp","Pretty happy","",0,10
"209",2018,209,"White","Male",50,"Pacific","Far below average","Graduate","Bachelor",2,"$25000 or more",NA,NA,"Married",0,"No","Rarely","Somewhat satisfied","Sometimes","Not too happy","Good",NA,NA
"210",2018,210,"Other","Female",25,"Pacific","Average","High school","",2,"Don't know",NA,NA,"Never married",0,"","","","No issp","Pretty happy","",0,0
"211",2018,211,"White","Male",75,"Pacific","Average","High school","",1,"$15000 - 19999",NA,NA,"Divorced",2,"No","","","No issp","Very happy","Excellent",NA,NA
"212",2018,212,"White","Male",46,"Pacific","Far below average","High school","Lt high school",2,"Refused",NA,NA,"Married",2,"","Rarely","Very satisfied","Sometimes","Very happy","",5,5
"213",2018,213,"White","Female",77,"Pacific","Above average","Lt high school","",1,"$20000 - 24999",NA,NA,"Divorced",2,"No","","","No issp","Not too happy","Poor",0,14
"214",2018,214,"Black","Female",18,"Pacific","Average","Lt high school","",6,"$10000 - 14999",NA,NA,"Never married",0,"","","","No issp","Pretty happy","",3,5
"215",2018,215,"White","Female",62,"Pacific","Below average","High school","High school",2,"$25000 or more",NA,NA,"Married",1,"Yes","","","No issp","Pretty happy","Excellent",NA,NA
"216",2018,216,"White","Female",30,"Pacific","Average","Junior college","Lt high school",5,"$25000 or more",NA,NA,"Married",2,"No","Sometimes","Somewhat satisfied","Sometimes","Pretty happy","Good",1,6
"217",2018,217,"Other","Female",70,"Pacific","Below average","Lt high school","",3,"$20000 - 24999",NA,NA,"Widowed",1,"Yes","","","No issp","Not too happy","Poor",NA,NA
"218",2018,218,"White","Male",50,"Pacific","Below average","Lt high school","Lt high school",5,"$3000 to 3999",NA,NA,"Married",1,"","Sometimes","Very satisfied","Never","Not too happy","",0,3
"219",2018,219,"Other","Female",44,"Pacific","Above average","High school","",3,"$10000 - 14999",NA,NA,"Separated",5,"No","","","No issp","Pretty happy","Good",NA,10
"220",2018,220,"White","Female",33,"Pacific","Average","High school","High school",3,"$25000 or more",NA,NA,"Married",1,"No","Sometimes","Somewhat satisfied","Always","Very happy","Good",NA,NA
"221",2018,221,"White","Female",34,"Pacific","Average","Graduate","Graduate",4,"$25000 or more",NA,NA,"Married",2,"No","Sometimes","Somewhat satisfied","Always","Pretty happy","Good",NA,NA
"222",2018,222,"White","Female",46,"Pacific","Average","Bachelor","Bachelor",4,"Refused",NA,NA,"Married",2,"No","Often","Not too satisfied","Hardly ever","Pretty happy","Fair",NA,NA
"223",2018,223,"White","Male",51,"Pacific","Below average","High school","Bachelor",3,"$25000 or more",NA,NA,"Married",3,"Yes","Sometimes","Very satisfied","Sometimes","Very happy","Excellent",0,35
"224",2018,224,"Black","Male",28,"Pacific","Average","High school","",3,"$25000 or more",NA,NA,"Never married",0,"No","Never","Very satisfied","Never","Not too happy","Fair",NA,NA
"225",2018,225,"Other","Male",74,"Pacific","Far below average","Bachelor","",1,"$25000 or more",NA,NA,"Divorced",5,"Yes","Rarely","Very satisfied","Hardly ever","Very happy","Excellent",0,NA
"226",2018,226,"White","Female",29,"Pacific","Far below average","High school","",4,"$25000 or more",NA,NA,"Never married",2,"","Often","Not at all satisfied","Always","Pretty happy","",2,5
"227",2018,227,"Other","Male",49,"Pacific","Average","Lt high school","Lt high school",6,"$25000 or more",NA,NA,"Married",NA,"No","","","No issp","Very happy","Good",0,NA
"228",2018,228,"White","Female",28,"Pacific","Below average","Bachelor","",2,"$25000 or more",NA,NA,"Never married",0,"Yes","Often","Somewhat satisfied","Often","Pretty happy","Fair",NA,NA
"229",2018,229,"White","Female",48,"Pacific","Below average","High school","",4,"$25000 or more",NA,NA,"Separated",4,"","","","No issp","Not too happy","",14,32
"230",2018,230,"White","Female",24,"Pacific","Above average","High school","",3,"$25000 or more",NA,NA,"Never married",1,"","Never","Somewhat satisfied","Often","Very happy","",0,14
"231",2018,231,"Other","Female",51,"Pacific","Below average","High school","",1,"$25000 or more",NA,NA,"Divorced",1,"Yes","Rarely","Very satisfied","Sometimes","Very happy","Excellent",NA,NA
"232",2018,232,"White","Female",42,"Pacific","Average","Bachelor","",1,"$25000 or more",NA,NA,"Divorced",2,"","Often","Very satisfied","Sometimes","Pretty happy","",8,36
"233",2018,233,"Black","Male",44,"Pacific","Average","Bachelor","Graduate",2,"Refused",NA,NA,"Married",3,"Yes","Rarely","Somewhat satisfied","Hardly ever","Very happy","Good",NA,NA
"234",2018,234,"White","Female",33,"Pacific","Above average","High school","High school",2,"$25000 or more",NA,NA,"Married",0,"Yes","","","No issp","Very happy","Good",1,40
"235",2018,235,"White","Male",29,"Pacific","Average","High school","High school",3,"$25000 or more",NA,NA,"Married",0,"No","Sometimes","Somewhat satisfied","Sometimes","Pretty happy","Fair",NA,NA
"236",2018,236,"White","Female",48,"Pacific","Average","Bachelor","Graduate",2,"Refused",NA,NA,"Married",0,"","Sometimes","Somewhat satisfied","Often","Pretty happy","",25,25
"237",2018,237,"White","Female",62,"Pacific","Below average","Lt high school","",2,"$25000 or more",NA,NA,"Widowed",4,"No","Rarely","Very satisfied","Sometimes","Very happy","Good",5,8
"238",2018,238,"White","Female",88,"Pacific","Average","High school","",1,"Don't know",NA,NA,"Widowed",4,"Yes","","","No issp","Not too happy","Good",NA,NA
"239",2018,239,"White","Male",65,"Pacific","Average","Graduate","Graduate",3,"$25000 or more",15,40,"Married",4,"","Sometimes","Very satisfied","Hardly ever","Pretty happy","",2,10
"240",2018,240,"White","Female",28,"Pacific","Below average","High school","High school",4,"$25000 or more",NA,NA,"Married",0,"Yes","","","No issp","Pretty happy","Excellent",2,24
"241",2018,241,"White","Female",58,"Pacific","Average","Junior college","Junior college",2,"$25000 or more",NA,NA,"Married",3,"Yes","Rarely","Very satisfied","Sometimes","Very happy","Good",NA,NA
"242",2018,242,"White","Male",26,"Pacific","Average","High school","",4,"$25000 or more",NA,NA,"Never married",2,"No","Rarely","Very satisfied","Often","Pretty happy","Good",NA,NA
"243",2018,243,"White","Female",61,"Pacific","Average","High school","High school",1,"$25000 or more",NA,NA,"Married",3,"","Rarely","Somewhat satisfied","Sometimes","Pretty happy","",30,30
"244",2018,244,"White","Female",30,"Pacific","Above average","High school","High school",5,"$25000 or more",NA,40,"Married",3,"No","Often","Very satisfied","Often","Pretty happy","Good",20,7
"245",2018,245,"White","Female",22,"Pacific","Far below average","High school","",1,"$6000 to 6999",NA,NA,"Never married",0,"","Often","Not at all satisfied","Often","Not too happy","",3,40
